"date","name","value","source"
2006-03-31,"DBC.ETF",0.02790960076992,"Bloomberg"
2006-04-28,"DBC.ETF",0.0701740630390466,"Bloomberg"
2006-05-31,"DBC.ETF",-0.00390461701568301,"Bloomberg"
2006-06-30,"DBC.ETF",-0.00861863823785192,"Bloomberg"
2006-07-31,"DBC.ETF",0.02213542234927,"Bloomberg"
2006-08-31,"DBC.ETF",-0.0332569052163257,"Bloomberg"
2006-09-29,"DBC.ETF",-0.0420019609748342,"Bloomberg"
2006-10-31,"DBC.ETF",0.0100226824275731,"Bloomberg"
2006-11-30,"DBC.ETF",0.0657288138687797,"Bloomberg"
2006-12-29,"DBC.ETF",-0.0231966489922135,"Bloomberg"
2007-01-31,"DBC.ETF",-0.0240062087290521,"Bloomberg"
2007-02-28,"DBC.ETF",0.05418907323297,"Bloomberg"
2007-03-30,"DBC.ETF",0.00346469041520892,"Bloomberg"
2007-04-30,"DBC.ETF",0.00758071228967228,"Bloomberg"
2007-05-31,"DBC.ETF",-0.00234350961639795,"Bloomberg"
2007-06-29,"DBC.ETF",0.00744840406430214,"Bloomberg"
2007-07-31,"DBC.ETF",0.0190641538551861,"Bloomberg"
2007-08-31,"DBC.ETF",-0.0190902207371072,"Bloomberg"
2007-09-28,"DBC.ETF",0.0942000713191953,"Bloomberg"
2007-10-31,"DBC.ETF",0.0850206465019803,"Bloomberg"
2007-11-30,"DBC.ETF",-0.00622981405966194,"Bloomberg"
2007-12-31,"DBC.ETF",0.0670445292304191,"Bloomberg"
2008-01-31,"DBC.ETF",0.0291516431956174,"Bloomberg"
2008-02-29,"DBC.ETF",0.111451459360045,"Bloomberg"
2008-03-31,"DBC.ETF",-0.00914191822964916,"Bloomberg"
2008-04-30,"DBC.ETF",0.0603882204894801,"Bloomberg"
2008-05-30,"DBC.ETF",0.06907432310657,"Bloomberg"
2008-06-30,"DBC.ETF",0.104313906532457,"Bloomberg"
2008-07-31,"DBC.ETF",-0.0978118167064752,"Bloomberg"
2008-08-29,"DBC.ETF",-0.0653459676159734,"Bloomberg"
2008-09-30,"DBC.ETF",-0.102487758955876,"Bloomberg"
2008-10-31,"DBC.ETF",-0.250812280249875,"Bloomberg"
2008-11-28,"DBC.ETF",-0.123672950347736,"Bloomberg"
